Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort,,,,,,,
Recht,Verwaltungsgericht Leipzig,vollständig,nein,nein,nein,Rathenaustr. 40,4179,Leipzig,"Mo - Do  8.30 - 12.00 Uhr und 13.00 - 15.00 Uhr
Fr             8.30 - 14.00 Uhr",12.31541,51354,ja,nein,0,ja,0,,nein,9,18,nein,nein,nein,ja,Seitengebäude im Grundstück,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,ja,,,,,,,,
Recht,Industrie- und Handelskammer,vollständig,nein,ja,teilweise,Goerdelerring 5,4109,Leipzig,"Mo - Do  7.30 - 18.00 Uhr (Kernarb.:9.00 - 15.30 Uhr)
Fr             7.30 - 16.00 Uhr (Kernarb.:8.30 - 12.30 Uhr)",12.36932,51.34341,ja,nein,0,ja,0,vor dem IHK-Gebäude,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,95,ja,nein,nein,nein,ja,nein,nein,ja,0,105,nein,120,160,125,120,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,110,160,200,50,105,50,30,nein,ja,nein,nein,ja,,,,,,,,
Recht,Kommunale Wasserwerke Leipzig GmbH (KWL),vollständig,nein,nein,vollständig,Johannisgasse 7/9,4103,Leipzig,"Mo - Do  8 - 18 Uhr;
Fr            8 - 14 Uhr",12.3836,51.3376,ja,ja,1,nein,0,,nein,0,0,nein,nein,nein,nein,,ja,247,15,150,nein,nein,nein,nein,,nein,0,120,ja,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,95,ja,ja,0,160,150,70,109,70,98,nein,ja,nein,nein,ja,"Störungsnummer für Wasser:       9 69 21 00;
Störungsnummer für Abwasser:   9 69 44 00",,,,,,,
Recht,Stadtteilladen Grünau,vollständig,nein,nein,teilweise,Stuttgarter Allee 19,4209,Leipzig,"Mo bis Fr: 9.00 - 18.00 Uhr
Sa:           9.00 - 12.00 Uhr",12.2900801,51.3174714,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,ja,0,0,nein,nein,nein,100,nein,nein,0,145,255,70,65,70,180,nein,nein,nein,nein,ja,,,,,,,,
Recht,WBK KONTAKT e.G.,vollständig,ja,nein,teilweise,Eilenburger Str. 10,4317,Leipzig,"Di: 9-12 und 13-18 Uhr, Do: 16-19 Uhr in den Außenstellen (Kontaktbörse) An der Kotsche 51 und
Heiterblickallee 14",12.39759,51.33397,ja,ja,0,nein,0,,ja,20,22,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,,nein,0,105,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,ja,Beratung in Wohnungsangelegenheiten,,,,,,,
Recht,Umweltinformationszentrum,vollständig,nein,nein,teilweise,Brühl 76 / Ecke Goethestr.,4109,Leipzig,"Mo 10.00 - 16.00 Uhr
Di  10.00 - 18.00 Uhr
Mi  10.00 - 16.00 Uhr
Do 10.00 - 18.00 Uhr
Fr  10.00 - 14.00 Uhr",12.3810391,51.3420321,ja,ja,0,nein,0,,nein,5,20,nein,ja,nein,ja,"an der Treppe klingeln, dann Hofeinfahrt nutzen",ja,120,30,100,nein,nein,nein,ja,Haupteingang rechtes Geländer,nein,100,80,nein,nein,nein,nein,ja,nein,nein,ja,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,63,nein,nein,0,56,70,55,20,55,20,nein,nein,nein,nein,ja,"UIZ  im Erdgeschoß, 
Zufahrt über den Hof vorbei an einer Schranke mit einer Durchgangsbreite (linke untere Wegbegrenzung - rechtes oberes Schrankenende) von 70 cm",,,,,,,
Recht,Albert-Schweitzer-Schule - Festsaal,vollständig,ja,nein,vollständig,An der Märchenwiese 3,4277,Leipzig,,12.39306,51.30574,ja,ja,5,ja,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,102,ja,nein,nein,nein,nein,nein,nein,ja,0,118,nein,135,255,98,94,,ja,ja,nein,0,0,nein,nein,nein,92,ja,ja,10,150,180,70,110,70,110,ja,nein,nein,nein,nein,,,,,,,,
Recht,Anton-Philipp-Reclam Schule,vollständig,ja,nein,vollständig,Tarostr. 1-4,4103,Leipzig,,12.3863893,51.3247004,ja,nein,0,ja,1,Feuerwehreinfahrt,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,Haupteingang links,ja,85,94,nein,ja,nein,nein,nein,nein,nein,ja,0,90,nein,110,140,85,95,,ja,nein,nein,0,0,nein,nein,nein,94,ja,ja,10,165,200,70,100,70,95,nein,ja,nein,nein,nein,"Tische mit Beinraumhöhen von 74 bzw. 80 cm;
Aula/Speisesaal über Schräge zu erreichen, Essenausgabetresen 91 cm hoch;
Behinderten-WCs: Mittelbau UG 107 und Haus A 010",,,,,,,
Recht,Berggut Holzhausen,vollständig,nein,nein,nein,Zuckelhausener Ring 17,4288,Leipzig,,12.4510939,51.3032502,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Briefwahllokal,vollständig,nein,nein,nein,Lotterstr.,4109,Leipzig,,12.3726747,51.3368454,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Christliches Sozialwerk,vollständig,nein,nein,nein,Löbauer Str. 21,4347,Leipzig,,12.40992,51.35835,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,95,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Franz-Mehring-Schule - Grundschule,vollständig,ja,nein,vollständig,Gletschersteinstr. 9,4299,Leipzig,,12.42544,51.31636,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,145,85,70,mit Transponder,ja,ja,nein,0,0,nein,nein,nein,92,ja,ja,20,150,150,70,100,70,140,ja,nein,nein,nein,ja,"Aufzug mit Tranponder zu nutzen;
Behinderten-WC im EG Raum 17",,,,,,,
Recht,Freizeittreff Völkerfreundschaft,vollständig,nein,nein,nein,Stuttgarter Allee 9,4209,Leipzig,,12.2915539,51.3156074,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Haus der Demokratie,vollständig,ja,nein,teilweise,Bernhard-Göring-Str. 152,4277,Leipzig,,12.3761968,51.3110022,ja,ja,2,nein,0,,nein,0,0,nein,nein,nein,ja,,ja,1165,56,120,ja,ja,nein,ja,,nein,0,100,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,140,91,92,,ja,ja,nein,0,0,nein,nein,nein,95,ja,ja,20,170,350,70,25,70,95,nein,ja,nein,ja,nein,"Behinderten-WC im Erdgeschoss mit Euroschließsystem;
Blindenleitsystem vom Fußweg zum Gebäude",,,,,,,
Recht,Heinrich-Heine-Schule,vollständig,nein,nein,nein,Hainbuchenstr. 13,4329,Leipzig,,12.4570704,51.3559302,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,ja,über Wirtschaftseingang (rechts um die Ecke),ja,2500,150,180,nein,nein,nein,nein,,nein,0,95,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Humboldt-Schule,vollständig,ja,nein,nein,Möbiusstr. 8,4317,Leipzig,,12.40757,51.32997,nein,nein,0,nein,0,,ja,1,15,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,"Kinderhaus ""Lützschenaer Sternchen""",vollständig,nein,nein,nein,Freirodaer Weg 2b,4159,Leipzig - Lützschena,,12.2737784,51.3850148,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Kindertagesstätte Hohenheida,vollständig,nein,nein,nein,An der Hauptstr. 40a,4356,Leipzig - Hohenheida,,12.44542,51.42106,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,"Kindertagesstätte ""Fuchsbau""",vollständig,nein,nein,nein,Russenstr. 135,4288,Leipzig,,12.44936,51.30413,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,KOMM-Haus,vollständig,nein,nein,nein,Selliner Str. 9,4207,Leipzig,,12.2637674,51.314035,nein,nein,0,nein,0,,ja,1,5,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Landesdirektion Sachsen - Standort Leipzig - Foyer EG,vollständig,nein,ja,teilweise,Braustr. 2,4107,Leipzig,,12.36905,51.32655,ja,ja,0,ja,2,Tiefgarage,nein,2,15,nein,nein,nein,nein,,ja,550,30,150,nein,nein,nein,nein,,nein,0,95,nein,nein,nein,nein,nein,nein,nein,ja,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,0,156,156,70,13,70,150,nein,nein,nein,nein,nein,,,,,,,,
Recht,Leipzig International School,vollständig,ja,nein,vollständig,Könneritzstr. 47,4229,Leipzig,,12.34462,51.3250421,nein,nein,0,nein,0,,ja,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,0,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,140,85,85,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Leipzig-Kolleg,teilweise,ja,nein,vollständig,Czermaks Garten 8,4103,Leipzig,,12.38711,51.34187,ja,nein,0,ja,1,im Hof,nein,0,0,nein,nein,nein,ja,über Schräge und Aufzug,ja,1550,77,100,ja,ja,ja,nein,,nein,0,84,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,92,88,mit personenbezogenem Sclüssel,ja,nein,nein,0,0,nein,nein,nein,93,ja,ja,20,160,160,70,103,70,105,nein,ja,nein,nein,ja,,,,,,,,
Recht,Maria-Montessori-Schulzentrum,vollständig,ja,nein,teilweise,Alte Salzstr. 61 - 65,4209,Leipzig,,12.29989,51.32122,ja,nein,0,ja,4,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,92,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,108,159,91,88,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,0,155,145,57,27,70,87,nein,nein,nein,nein,nein,,,,,,,,
Recht,Martin-Andersen-Nexö-Heim - Personalspeiseraum (EG),vollständig,ja,nein,vollständig,Stötteritzer Str. 26,4317,Leipzig,,12.4043718,51.3266575,ja,nein,0,ja,0,,nein,0,0,nein,nein,nein,ja,Eingang Kregelstr. oder über Hof Eingang Riebeckstr.,ja,1300,80,140,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,nein,nein,nein,ja,0,120,nein,160,220,80,80,,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,20,200,240,70,100,70,100,nein,nein,nein,nein,nein,,,,,,,,
Recht,Nachbarschaftsschule Haus 1 (Grundschulbereich),vollständig,nein,nein,teilweise,Gemeindeamtsstr. 8/10,4177,Leipzig,,12.3327639,51.3371785,ja,nein,0,ja,0,,nein,0,0,nein,nein,nein,ja,über Schulhof von der Demmeringstr. durch rechten stufenlosen Eingang,nein,0,0,0,nein,nein,nein,nein,,nein,0,92,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,107,ja,ja,0,300,185,70,75,70,117,nein,ja,nein,nein,nein,,,,,,,,
Recht,Pflegeheim Matthias Claudius,vollständig,nein,nein,nein,Weißenfelser Str. 18,4229,Leipzig,,12.338575,51.330923,ja,nein,0,ja,2,,nein,0,0,nein,nein,nein,ja,Seiteneingang von der Heilandkirchseite aus,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,210,85,85,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Rathaus Leutzsch,vollständig,ja,nein,teilweise,Georg-Schwarz-Str. 140,4179,Leipzig,,12.3138082,51.347874,ja,nein,0,ja,2,,nein,0,0,nein,nein,nein,ja,Eingang Rathenaustr.,nein,0,0,0,nein,nein,nein,nein,,nein,0,110,nein,nein,nein,nein,nein,nein,nein,ja,0,91,nein,110,140,82,77,,ja,ja,nein,0,0,nein,nein,nein,92,ja,ja,0,140,360,60,55,60,200,nein,nein,nein,nein,nein,,,,,,,,
Recht,Schule Rückmarsdorf,vollständig,nein,nein,nein,An der Friedenseiche 4,4178,Leipzig,,12.2517617,51.3439396,nein,nein,0,nein,0,,nein,12,15,nein,nein,nein,ja,Nebeneingänge stufenlos,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Soziokulturelles Zentrum,vollständig,nein,ja,nein,Leipziger Str. 81,4178,Leipzig,,12.29024,51.35957,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,90,180,90,100,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Thomasschule - Foyer,vollständig,nein,nein,nein,Hillerstr. 7,4109,Leipzig,,12.35931,51.33638,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,95,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Bürgeramt Außenstelle Lindenthal,teilweise,nein,nein,nein,Erich-Thiele-Str. 2,4158,Leipzig,Di  9.00 - 13.00 Uhr,12.3279735,51.3926061,ja,ja,3,nein,0,,nein,6,15,ja,nein,nein,ja,,ja,1150,103,123,ja,ja,nein,nein,,nein,0,85,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Freiwillige Feuerwehr Baalsdorf,teilweise,nein,nein,nein,Brandiser Str. 65 a,4316,Leipzig,,12.48363,51.32363,nein,nein,0,nein,0,,ja,1,17,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Freiwillige Feuerwehr Kleinpösna,teilweise,nein,nein,nein,Dorfstr. 18,4319,Leipzig,,12.5182777,51.3120282,nein,nein,0,nein,0,,ja,1,15,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Gasthof Plaußig,teilweise,nein,nein,nein,Plaußiger Dorfstr. 21,4349,Leipzig,,12.4552622,51.3922737,nein,nein,0,nein,0,,ja,1,15,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,0,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Gymnasium Engelsdorf,teilweise,nein,nein,nein,Arthur-Winkler-Str. 6,4439,Leipzig - Engelsdorf,nach Bedarf und Veranstaltung,12.48205,51.33549,ja,ja,0,ja,1,vor der Halle,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja, neben dem Eingang,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,0,ja,nein,0,0,0,0,0,0,0,nein,ja,nein,nein,ja,,,,,,,,
Recht,Hilbert Fuhrbetrieb und Baustoff OHG,teilweise,nein,nein,nein,Althener Anger 26,4319,Leipzig,,12.5177808,51.3388507,nein,nein,0,nein,0,,ja,1,17,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Kindergarten Kleinpösna,teilweise,nein,nein,nein,Dorfstr. 41,4319,Leipzig,,12.5174803,51.3086569,nein,nein,0,nein,0,,ja,1,15,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Konvent St. Albert,teilweise,nein,ja,nein,Georg-Schumann-Str. 336,4159,Leipzig,Führungen jeden letzten Samstag im Monat um 15.00 Uhr, weitere Führungen nach Absprache,12.32097,51.37568,ja,ja,0,ja,0,,nein,0,0,nein,nein,nein,ja,über zwei Schrägen neben den Treppen,ja,500,40,120,nein,nein,nein,ja,am Pforteneingang,ja,120,93,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,108,142,120,113,,ja,nein,nein,0,0,nein,nein,nein,94,ja,nein,0,230,210,54,53,69,31,nein,ja,nein,ja,ja,besonderes Eingehen auf die Bedürfnisse, Blindenführhund kann nach Ansprache mitgebracht werden,,,,,
Recht,Marienbrunner Schule,teilweise,nein,nein,nein,An der Märchenwiese 49,4277,Leipzig,,12.40155,51.30594,nein,nein,0,nein,0,,ja,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,0,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Schule Gundorf,teilweise,nein,nein,nein,Leipziger Str. 210,4178,Leipzig,,12.27262,51.36199,nein,nein,0,nein,0,,ja,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,0,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,"Schule Wiederitzsch, Anbau",teilweise,nein,nein,nein,Zur Schule 11,4158,Leipzig,,12.37139,51.39392,nein,nein,0,nein,0,,ja,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,0,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Sozialstation Holzhausen,teilweise,nein,nein,nein,Hauptstr. 48 g,4288,Leipzig,,12.46596,51.31187,nein,nein,0,nein,0,,nein,1,10,nein,nein,nein,ja,,ja,20,10,180,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Stadtgut Mölkau,teilweise,nein,nein,nein,Kelbestr. 3,4316,Leipzig,,12.45162,51.32685,nein,nein,0,nein,0,,ja,1,10,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,0,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Recht,Vereinshaus Baalsdorf,teilweise,nein,nein,nein,Brandiser Str. 20,4316,Leipzig,,12.47453,51.32294,nein,nein,0,nein,0,,ja,1,6,nein,nein,nein,ja,Hintereingang,nein,0,0,0,nein,nein,nein,nein,,nein,0,80,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
